CustomerID,Gender,Age,Partner,Dependents,TenureYears,ContractType,PaymentMethod,InternetService,MonthlyCharges,TotalCharges,TechSupport,PaperlessBilling,Churn
CUST00594,Female,71,Yes,No,3.3,Two Year,Mailed Check,DSL,52.34,2230.12,Yes,Yes,No
CUST00595,Female,73,No,No,1.3,Month-to-Month,Bank Transfer,DSL,52.95,836.33,No,Yes,Yes
CUST00596,Female,72,No,Yes,2.4,Two Year,Bank Transfer,DSL,58.33,1472.43,Yes,Yes,Yes
CUST00597,Male,44,No,No,2.0,Month-to-Month,Electronic Check,Fiber Optic,79.48,1887.17,Yes,Yes,No
CUST00598,Male,51,No,Yes,1.4,One Year,Electronic Check,DSL,62.64,1047.42,No,Yes,No
CUST00599,Female,68,No,No,3.8,Month-to-Month,Mailed Check,Fiber Optic,84.8,3825.96,No,No,Yes
CUST00600,Female,18,Yes,Yes,6.5,One Year,Mailed Check,Fiber Optic,78.17,6071.28,No,Yes,No
CUST00601,Male,49,Yes,No,0.0,Month-to-Month,Mailed Check,Fiber Optic,88.11,0.0,Yes,Yes,No
CUST00602,Female,42,Yes,Yes,8.1,One Year,Bank Transfer,Fiber Optic,84.04,8220.66,Yes,No,No
CUST00603,Female,46,No,Yes,2.1,Month-to-Month,Bank Transfer,DSL,51.32,1331.57,No,No,No
CUST00604,Female,24,Yes,No,3.6,Month-to-Month,Mailed Check,DSL,66.33,2666.95,No,Yes,Yes
CUST00605,Male,66,No,No,5.8,Month-to-Month,Bank Transfer,Fiber Optic,82.5,5751.85,No,No,No
CUST00606,Male,20,No,No,1.9,Two Year,Electronic Check,DSL,51.37,1189.81,No,No,No
CUST00607,Male,37,Yes,No,5.4,Month-to-Month,Credit Card,DSL,62.69,3985.52,No,Yes,No
CUST00608,Female,37,Yes,No,0.6,Month-to-Month,Bank Transfer,Fiber Optic,89.03,944.79,Yes,Yes,Yes
CUST00609,Female,70,Yes,No,0.5,Month-to-Month,Mailed Check,DSL,61.04,356.06,No,No,No
CUST00610,Female,47,Yes,No,3.2,One Year,Bank Transfer,Fiber Optic,80.5,3172.16,Yes,Yes,No
CUST00611,Male,52,Yes,No,6.1,Month-to-Month,Electronic Check,DSL,56.76,4103.81,Yes,Yes,No
CUST00612,Female,52,Yes,No,6.7,One Year,Mailed Check,No,18.91,1508.78,No,Yes,No
CUST00613,Female,66,No,No,3.1,Month-to-Month,Credit Card,Fiber Optic,69.64,2638.18,Yes,Yes,Yes
CUST00614,Female,56,No,No,2.2,Month-to-Month,Mailed Check,DSL,50.27,1187.99,No,No,Yes
CUST00615,Female,44,Yes,Yes,1.2,One Year,Mailed Check,Fiber Optic,85.38,1356.65,Yes,Yes,No
CUST00616,Male,43,Yes,Yes,11.7,Two Year,Mailed Check,Fiber Optic,104.2,14373.33,No,Yes,No
CUST00617,Male,31,Yes,No,1.2,Month-to-Month,Bank Transfer,Fiber Optic,95.0,1535.41,Yes,No,Yes
CUST00618,Female,34,No,No,4.1,Month-to-Month,Credit Card,Fiber Optic,76.25,3710.67,No,Yes,No
CUST00619,Male,35,No,Yes,2.3,Month-to-Month,Electronic Check,Fiber Optic,92.0,2918.52,No,No,Yes
CUST00620,Male,62,Yes,No,2.8,One Year,Bank Transfer,Fiber Optic,74.24,2640.25,No,Yes,No
CUST00621,Female,69,Yes,No,1.5,Month-to-Month,Credit Card,DSL,67.26,1343.66,No,Yes,Yes
CUST00622,Female,46,No,Yes,10.0,Two Year,Credit Card,No,25.96,3122.42,No,No,No
CUST00623,Male,37,No,No,2.5,Month-to-Month,Bank Transfer,DSL,50.4,1613.88,No,Yes,No
CUST00624,Female,70,Yes,No,8.3,Month-to-Month,Mailed Check,DSL,63.16,6386.92,No,Yes,Yes
CUST00625,Male,44,No,No,0.0,Month-to-Month,Credit Card,DSL,50.53,0.0,No,No,No
CUST00626,Female,35,Yes,No,2.6,One Year,Electronic Check,No,43.99,1295.76,No,Yes,No
CUST00627,Male,21,Yes,No,3.8,One Year,Bank Transfer,Fiber Optic,80.44,3518.35,Yes,Yes,No
CUST00628,Female,18,No,No,4.1,Month-to-Month,Credit Card,Fiber Optic,92.1,4388.05,No,Yes,Yes
CUST00629,Male,67,No,No,7.1,Two Year,Electronic Check,No,30.93,2619.15,No,Yes,No
CUST00630,Male,18,Yes,No,0.0,Month-to-Month,Electronic Check,No,35.43,36.6,No,Yes,No
CUST00631,Male,43,No,No,0.0,One Year,Electronic Check,Fiber Optic,76.94,180.78,Yes,Yes,No
CUST00632,Female,62,Yes,No,1.9,Month-to-Month,Electronic Check,DSL,40.33,968.46,No,Yes,Yes
CUST00633,Male,37,No,No,0.1,Month-to-Month,Bank Transfer,DSL,47.49,174.85,Yes,Yes,Yes
CUST00634,Male,69,No,Yes,11.0,Two Year,Electronic Check,Fiber Optic,81.77,10620.74,No,Yes,No
CUST00635,Female,40,No,Yes,0.8,Two Year,Bank Transfer,Fiber Optic,83.4,716.62,No,No,Yes
CUST00636,Female,27,No,Yes,1.9,Month-to-Month,Electronic Check,Fiber Optic,81.13,1807.46,No,No,Yes
CUST00637,Male,28,Yes,Yes,0.2,One Year,Electronic Check,Fiber Optic,67.91,72.34,No,Yes,Yes
CUST00638,Male,58,No,No,2.2,Month-to-Month,Bank Transfer,Fiber Optic,79.89,1929.73,Yes,No,No
CUST00639,Female,58,No,No,1.4,One Year,Mailed Check,DSL,55.32,972.48,No,No,No
CUST00640,Female,22,No,No,0.1,Month-to-Month,Credit Card,DSL,53.05,0.0,Yes,No,Yes
CUST00641,Female,18,Yes,No,1.2,Two Year,Credit Card,Fiber Optic,82.01,1313.2,No,Yes,Yes
CUST00642,Female,34,No,No,1.5,Month-to-Month,Bank Transfer,DSL,51.32,798.28,No,No,No
CUST00643,Female,39,No,No,13.8,Month-to-Month,Electronic Check,Fiber Optic,85.45,14298.34,Yes,No,No
CUST00644,Male,51,Yes,No,0.7,Month-to-Month,Bank Transfer,Fiber Optic,76.62,676.56,No,Yes,No
CUST00645,Female,73,No,No,2.4,Month-to-Month,Electronic Check,No,28.04,819.55,No,No,No
CUST00646,Male,62,Yes,No,13.1,Month-to-Month,Bank Transfer,No,26.74,4216.49,Yes,No,No
CUST00647,Male,58,Yes,No,4.7,Month-to-Month,Credit Card,Fiber Optic,75.01,4218.33,No,Yes,No
CUST00648,Male,46,No,Yes,15.0,One Year,Bank Transfer,Fiber Optic,83.55,15027.99,No,Yes,No
CUST00649,Female,21,No,No,10.4,Month-to-Month,Credit Card,DSL,39.11,4859.91,Yes,Yes,No
CUST00650,Male,22,No,No,2.0,One Year,Credit Card,Fiber Optic,79.57,1957.23,Yes,Yes,Yes
CUST00651,Male,28,Yes,Yes,3.6,One Year,Credit Card,Fiber Optic,87.69,3885.18,No,Yes,Yes
CUST00652,Female,73,No,No,0.4,Two Year,Bank Transfer,Fiber Optic,88.3,343.91,No,No,Yes
CUST00653,Male,68,Yes,No,1.7,Two Year,Mailed Check,Fiber Optic,85.11,1972.45,Yes,No,No
CUST00654,Male,38,Yes,Yes,5.0,Two Year,Bank Transfer,DSL,56.8,3366.3,Yes,No,No
CUST00655,Female,52,Yes,No,2.1,One Year,Bank Transfer,No,34.96,831.86,No,Yes,No
CUST00656,Male,29,No,No,3.6,Month-to-Month,Mailed Check,DSL,55.84,2395.26,No,Yes,Yes
CUST00657,Male,43,No,No,4.1,One Year,Mailed Check,No,39.41,1878.72,Yes,Yes,No
CUST00658,Male,68,No,No,0.9,Two Year,Credit Card,Fiber Optic,68.03,798.14,No,No,Yes
CUST00659,Female,36,No,No,6.3,Month-to-Month,Electronic Check,Fiber Optic,91.6,6898.95,No,Yes,Yes
CUST00660,Female,62,Yes,No,1.8,Month-to-Month,Electronic Check,DSL,37.6,867.4,No,No,Yes
CUST00661,Female,24,No,No,0.7,Month-to-Month,Credit Card,DSL,49.99,413.81,No,Yes,No
CUST00662,Male,64,Yes,No,6.0,One Year,Bank Transfer,No,35.84,2574.03,No,Yes,No
CUST00663,Male,72,No,Yes,1.6,Month-to-Month,Electronic Check,No,34.96,642.72,Yes,Yes,No
CUST00664,Female,24,Yes,No,4.2,One Year,Bank Transfer,Fiber Optic,77.24,4020.65,Yes,Yes,No
CUST00665,Male,43,No,No,2.4,One Year,Mailed Check,Fiber Optic,84.62,2395.77,No,No,No
CUST00666,Male,57,No,No,1.4,Two Year,Mailed Check,Fiber Optic,80.24,1390.44,No,Yes,No
CUST00667,Female,22,No,No,5.0,One Year,Credit Card,Fiber Optic,91.78,5698.78,No,Yes,No
CUST00668,Female,38,No,No,2.6,Two Year,Bank Transfer,Fiber Optic,84.38,2617.86,Yes,No,No
CUST00669,Male,31,Yes,No,1.5,Month-to-Month,Credit Card,DSL,49.81,886.72,No,Yes,No
CUST00670,Male,21,No,No,0.3,Month-to-Month,Electronic Check,No,33.05,103.77,No,Yes,No
CUST00671,Male,40,Yes,Yes,6.8,Month-to-Month,Electronic Check,Fiber Optic,89.63,7348.1,No,No,No
CUST00672,Female,59,No,No,0.1,Month-to-Month,Electronic Check,DSL,53.44,150.37,No,Yes,No
CUST00673,Female,37,No,No,6.0,Month-to-Month,Bank Transfer,No,35.23,2591.09,Yes,No,No
CUST00674,Female,32,Yes,No,1.3,One Year,Credit Card,Fiber Optic,97.49,1616.68,No,No,No
CUST00675,Female,67,No,No,3.1,One Year,Credit Card,DSL,38.36,1519.66,No,Yes,No
CUST00676,Male,69,No,Yes,7.7,One Year,Electronic Check,DSL,64.65,5984.2,No,Yes,No
CUST00677,Female,62,Yes,No,0.5,Month-to-Month,Credit Card,Fiber Optic,96.46,849.71,Yes,Yes,Yes
CUST00678,Female,46,No,No,2.5,Month-to-Month,Mailed Check,No,33.59,1078.33,No,Yes,No
CUST00679,Female,25,Yes,Yes,4.3,One Year,Mailed Check,No,27.5,1383.04,Yes,No,No
CUST00680,Female,58,No,Yes,4.3,Month-to-Month,Mailed Check,Fiber Optic,72.53,3856.8,Yes,Yes,No
CUST00681,Female,65,No,Yes,2.2,Month-to-Month,Mailed Check,DSL,55.34,1255.49,Yes,Yes,Yes
CUST00682,Male,36,No,No,2.9,Month-to-Month,Credit Card,DSL,51.78,1926.43,Yes,Yes,No
CUST00683,Male,65,No,No,4.3,Month-to-Month,Mailed Check,DSL,43.87,2257.51,No,Yes,No
CUST00684,Female,56,Yes,No,5.5,Month-to-Month,Mailed Check,No,24.75,1594.81,No,No,No
CUST00685,Male,63,No,No,4.3,Month-to-Month,Mailed Check,No,29.68,1427.8,No,No,Yes
CUST00686,Female,45,Yes,No,1.3,Month-to-Month,Mailed Check,DSL,57.16,876.17,Yes,No,Yes
CUST00687,Female,63,No,Yes,15.0,One Year,Mailed Check,Fiber Optic,76.8,14011.17,Yes,No,No
CUST00688,Male,74,No,No,1.7,Month-to-Month,Bank Transfer,Fiber Optic,65.96,1377.59,No,Yes,Yes
CUST00689,Male,44,Yes,No,0.1,Month-to-Month,Bank Transfer,DSL,52.95,21.59,Yes,No,No
CUST00690,Female,21,Yes,No,1.4,Two Year,Mailed Check,Fiber Optic,77.66,1275.12,Yes,Yes,No
CUST00691,Female,32,No,No,0.4,One Year,Mailed Check,No,26.51,197.76,Yes,No,No
CUST00692,Female,52,No,No,0.4,Month-to-Month,Credit Card,DSL,38.63,239.39,No,Yes,Yes
CUST00693,Male,54,Yes,No,1.0,Two Year,Mailed Check,No,27.43,326.92,No,No,No
CUST00694,Female,18,Yes,No,0.2,Month-to-Month,Electronic Check,DSL,57.98,247.51,Yes,No,Yes
CUST00695,Female,20,Yes,No,3.5,Month-to-Month,Bank Transfer,DSL,51.45,2242.67,No,No,Yes
CUST00696,Female,64,No,Yes,0.2,Two Year,Mailed Check,DSL,55.83,34.72,No,Yes,No
CUST00697,Male,41,Yes,No,0.7,Two Year,Bank Transfer,No,27.65,213.09,No,Yes,Yes
CUST00698,Female,44,No,No,0.3,Month-to-Month,Mailed Check,Fiber Optic,69.23,445.76,Yes,Yes,Yes
CUST00699,Female,57,Yes,Yes,0.2,One Year,Electronic Check,Fiber Optic,85.65,321.38,No,Yes,Yes
CUST00700,Male,53,No,Yes,0.9,One Year,Mailed Check,Fiber Optic,78.72,1129.29,Yes,No,No
CUST00701,Female,51,Yes,Yes,2.5,Month-to-Month,Bank Transfer,Fiber Optic,74.4,2321.21,No,No,Yes
CUST00702,Female,46,No,No,10.0,Month-to-Month,Bank Transfer,No,35.43,4200.78,Yes,No,No
CUST00703,Male,41,Yes,No,6.3,Month-to-Month,Bank Transfer,Fiber Optic,87.16,6585.28,No,Yes,No
CUST00704,Female,41,No,No,6.3,Two Year,Credit Card,No,25.1,1937.25,No,Yes,No
CUST00705,Male,59,Yes,No,0.6,Month-to-Month,Bank Transfer,DSL,53.76,386.12,No,No,Yes
CUST00706,Male,21,No,No,0.9,One Year,Mailed Check,Fiber Optic,86.28,942.32,No,Yes,Yes
CUST00707,Female,20,No,No,0.2,Month-to-Month,Electronic Check,Fiber Optic,71.41,462.03,No,No,Yes
CUST00708,Female,51,Yes,Yes,4.5,Month-to-Month,Electronic Check,No,20.88,1117.41,No,No,No
CUST00709,Female,74,No,No,0.2,One Year,Mailed Check,DSL,46.26,140.8,Yes,Yes,No
CUST00710,Female,66,No,No,2.4,One Year,Credit Card,Fiber Optic,88.98,2609.01,No,No,Yes
CUST00711,Male,40,Yes,Yes,0.9,Month-to-Month,Mailed Check,Fiber Optic,97.52,1231.36,Yes,No,Yes
CUST00712,Female,70,Yes,No,0.8,Month-to-Month,Bank Transfer,Fiber Optic,89.73,908.19,No,No,Yes
CUST00713,Male,73,Yes,No,14.0,One Year,Credit Card,DSL,55.94,9412.67,No,Yes,No
CUST00714,Female,69,No,Yes,4.2,Month-to-Month,Mailed Check,DSL,46.78,2546.4,No,Yes,No
CUST00715,Female,40,No,Yes,5.4,Month-to-Month,Credit Card,No,35.92,2320.58,No,Yes,No
CUST00716,Female,62,Yes,Yes,2.5,One Year,Electronic Check,Fiber Optic,82.1,2583.4,Yes,No,No
CUST00717,Male,22,No,No,6.1,Month-to-Month,Mailed Check,Fiber Optic,76.91,5431.73,No,Yes,No
CUST00718,Female,48,No,No,3.1,Month-to-Month,Mailed Check,No,35.78,1331.2,No,No,No
CUST00719,Female,70,No,No,8.8,Month-to-Month,Electronic Check,DSL,65.64,6918.82,No,Yes,No
CUST00720,Female,58,No,Yes,1.0,Two Year,Credit Card,Fiber Optic,90.91,1077.81,Yes,No,No
CUST00721,Female,74,No,No,2.7,Month-to-Month,Electronic Check,No,49.03,1419.78,No,No,No
CUST00722,Male,74,No,No,3.5,One Year,Credit Card,No,23.93,988.17,No,No,No
CUST00723,Female,71,Yes,Yes,1.5,Month-to-Month,Mailed Check,Fiber Optic,81.25,1321.35,No,Yes,Yes
CUST00724,Male,23,No,No,6.4,Month-to-Month,Credit Card,Fiber Optic,77.95,6156.3,No,Yes,No
CUST00725,Male,54,No,No,11.7,Month-to-Month,Credit Card,Fiber Optic,77.91,10803.22,No,Yes,No
CUST00726,Male,74,Yes,No,2.0,Month-to-Month,Bank Transfer,No,41.18,1039.99,No,Yes,No
CUST00727,Male,27,No,Yes,1.5,Two Year,Bank Transfer,Fiber Optic,76.14,1473.3,Yes,No,No
CUST00728,Male,57,No,Yes,1.9,Month-to-Month,Bank Transfer,Fiber Optic,80.62,1742.11,No,No,No
CUST00729,Male,24,No,No,5.7,One Year,Electronic Check,DSL,65.09,4341.19,No,Yes,No
CUST00730,Female,56,Yes,No,3.1,Month-to-Month,Electronic Check,Fiber Optic,88.09,3227.19,Yes,Yes,Yes
CUST00731,Male,55,Yes,No,0.1,Month-to-Month,Bank Transfer,Fiber Optic,76.87,31.04,No,No,Yes
CUST00732,Male,38,No,No,2.3,Month-to-Month,Mailed Check,Fiber Optic,84.35,2162.28,No,No,Yes
CUST00733,Male,37,No,No,0.1,One Year,Mailed Check,Fiber Optic,71.41,43.44,Yes,Yes,Yes
CUST00734,Female,20,Yes,No,4.5,Two Year,Mailed Check,No,28.39,1550.88,No,Yes,No
CUST00735,Female,68,No,No,1.2,Two Year,Electronic Check,Fiber Optic,85.61,1028.93,No,No,No
CUST00736,Male,39,No,No,1.9,Month-to-Month,Credit Card,DSL,56.13,1257.8,No,Yes,No
CUST00737,Female,64,Yes,No,4.8,One Year,Electronic Check,No,45.02,2545.86,No,No,No
CUST00738,Male,21,Yes,No,0.1,Month-to-Month,Bank Transfer,DSL,60.95,84.51,Yes,No,Yes
CUST00739,Male,45,Yes,No,0.5,One Year,Credit Card,Fiber Optic,75.63,738.89,Yes,Yes,No
CUST00740,Female,29,No,No,1.5,Two Year,Mailed Check,No,30.87,462.1,No,Yes,No
CUST00741,Male,55,Yes,No,0.8,Month-to-Month,Electronic Check,DSL,54.48,511.42,Yes,No,No
CUST00742,Female,68,Yes,Yes,1.2,Month-to-Month,Electronic Check,No,44.92,672.03,Yes,Yes,Yes
CUST00743,Female,53,Yes,No,15.0,One Year,Bank Transfer,Fiber Optic,81.47,14581.37,No,Yes,No
CUST00744,Male,64,Yes,No,5.2,One Year,Mailed Check,Fiber Optic,86.04,5432.38,No,Yes,No
CUST00745,Male,58,Yes,No,6.5,Month-to-Month,Electronic Check,DSL,57.14,4289.89,No,Yes,No
CUST00746,Female,22,Yes,No,8.3,Two Year,Electronic Check,Fiber Optic,76.44,7560.08,Yes,No,No
CUST00747,Male,30,No,No,1.3,One Year,Credit Card,No,17.8,182.75,Yes,No,No
CUST00748,Male,40,No,No,1.1,Month-to-Month,Electronic Check,DSL,53.19,676.26,No,No,No
CUST00749,Male,67,Yes,No,0.8,Month-to-Month,Credit Card,Fiber Optic,90.33,644.57,No,Yes,Yes
CUST00750,Female,47,Yes,Yes,5.3,One Year,Electronic Check,DSL,44.5,2857.83,No,Yes,No
CUST00751,Female,54,No,No,3.4,Month-to-Month,Mailed Check,DSL,54.2,2364.72,No,Yes,No
CUST00752,Male,42,Yes,No,0.8,Month-to-Month,Bank Transfer,Fiber Optic,79.65,808.52,No,No,Yes
CUST00753,Female,65,Yes,No,1.4,One Year,Mailed Check,DSL,39.51,657.93,No,Yes,No
CUST00754,Female,44,Yes,No,2.1,One Year,Bank Transfer,No,31.87,769.85,Yes,Yes,No
CUST00755,Female,68,Yes,Yes,2.3,One Year,Electronic Check,Fiber Optic,88.27,2386.93,No,No,No
CUST00756,Female,31,No,No,6.6,Month-to-Month,Mailed Check,Fiber Optic,90.36,7108.9,No,Yes,Yes
CUST00757,Female,74,Yes,No,1.4,One Year,Credit Card,DSL,61.27,1031.24,Yes,Yes,No
CUST00758,Male,65,No,Yes,7.2,Two Year,Bank Transfer,No,29.21,2551.31,No,Yes,No
CUST00759,Male,64,Yes,No,1.7,Month-to-Month,Bank Transfer,DSL,58.2,1097.95,Yes,No,No
CUST00760,Male,71,Yes,No,4.1,One Year,Electronic Check,Fiber Optic,86.5,4454.46,No,No,Yes
CUST00761,Female,53,No,Yes,8.0,Two Year,Bank Transfer,Fiber Optic,64.41,6156.13,Yes,No,No
CUST00762,Female,56,Yes,Yes,7.1,One Year,Bank Transfer,Fiber Optic,73.0,6221.82,No,Yes,No
CUST00763,Male,33,No,No,0.2,One Year,Bank Transfer,Fiber Optic,79.08,393.17,No,Yes,No
CUST00764,Female,73,Yes,No,0.7,Month-to-Month,Electronic Check,Fiber Optic,85.42,353.88,Yes,No,Yes
CUST00765,Male,39,No,No,1.9,Month-to-Month,Mailed Check,DSL,57.14,1011.93,No,No,Yes
CUST00766,Male,38,Yes,No,1.7,One Year,Electronic Check,Fiber Optic,90.22,1910.7,Yes,Yes,Yes
CUST00767,Male,71,No,No,3.1,One Year,Credit Card,Fiber Optic,90.4,3364.31,No,Yes,No
CUST00768,Female,38,Yes,No,8.7,Two Year,Bank Transfer,Fiber Optic,86.49,9286.38,No,No,No
CUST00769,Female,25,No,No,0.4,Month-to-Month,Bank Transfer,DSL,58.94,150.28,No,Yes,Yes
CUST00770,Male,66,Yes,No,1.8,Month-to-Month,Mailed Check,DSL,67.26,1518.24,No,Yes,Yes
CUST00771,Male,33,No,Yes,0.6,Month-to-Month,Bank Transfer,DSL,58.29,377.73,No,Yes,Yes
CUST00772,Male,72,Yes,No,6.7,One Year,Mailed Check,DSL,54.73,4504.2,Yes,No,No
CUST00773,Male,48,No,No,10.0,Month-to-Month,Bank Transfer,Fiber Optic,88.67,10252.32,Yes,No,No
CUST00774,Female,59,Yes,Yes,2.0,One Year,Bank Transfer,Fiber Optic,91.53,2148.17,No,Yes,No
CUST00775,Female,27,Yes,No,0.3,Month-to-Month,Electronic Check,DSL,67.4,340.77,No,No,Yes
CUST00776,Male,49,No,No,4.6,Month-to-Month,Electronic Check,Fiber Optic,76.24,4087.38,No,Yes,No
CUST00777,Male,51,Yes,No,3.6,Month-to-Month,Credit Card,No,16.88,727.56,Yes,Yes,No
CUST00778,Female,26,Yes,No,1.3,Two Year,Mailed Check,No,31.66,497.03,Yes,Yes,No
CUST00779,Female,34,No,No,6.6,One Year,Credit Card,No,18.44,1472.67,No,Yes,No
CUST00780,Male,28,No,No,11.2,Two Year,Electronic Check,DSL,53.01,7008.6,Yes,No,No
CUST00781,Male,49,Yes,Yes,2.4,One Year,Mailed Check,DSL,69.49,1933.88,No,Yes,No
CUST00782,Male,27,No,No,2.5,Month-to-Month,Electronic Check,No,30.03,930.54,No,Yes,Yes
CUST00783,Female,39,No,No,1.1,Month-to-Month,Mailed Check,DSL,55.12,809.56,No,No,No
CUST00784,Female,74,Yes,No,2.6,Two Year,Bank Transfer,DSL,51.8,1633.89,Yes,Yes,No
CUST00785,Female,34,No,Yes,1.7,One Year,Credit Card,Fiber Optic,97.04,1913.01,No,Yes,No
CUST00786,Male,21,No,No,1.1,Month-to-Month,Credit Card,DSL,58.39,781.66,Yes,Yes,Yes
CUST00787,Male,65,No,No,0.2,One Year,Mailed Check,No,26.26,107.27,Yes,No,No
CUST00788,Female,69,Yes,No,0.9,Month-to-Month,Credit Card,Fiber Optic,96.84,1084.91,No,Yes,Yes
CUST00789,Female,64,No,No,0.7,Month-to-Month,Electronic Check,Fiber Optic,86.48,522.26,Yes,Yes,Yes
CUST00790,Male,42,Yes,No,2.3,Month-to-Month,Credit Card,No,26.68,676.4,Yes,No,No
CUST00791,Female,38,Yes,No,2.8,Two Year,Mailed Check,DSL,38.29,1289.51,Yes,No,No
CUST00792,Female,54,Yes,Yes,2.8,Month-to-Month,Credit Card,Fiber Optic,86.1,2607.27,No,No,Yes
CUST00793,Male,55,No,No,1.5,Month-to-Month,Credit Card,Fiber Optic,81.39,1593.98,No,Yes,No
CUST00794,Female,66,No,Yes,1.6,Month-to-Month,Electronic Check,Fiber Optic,82.48,1430.59,No,No,Yes
CUST00795,Male,18,No,No,5.4,Month-to-Month,Bank Transfer,DSL,52.03,3251.39,No,No,No
CUST00796,Male,42,No,No,1.9,Month-to-Month,Electronic Check,Fiber Optic,70.36,1841.61,Yes,No,Yes
CUST00797,Male,68,Yes,No,13.2,Month-to-Month,Credit Card,No,50.51,7949.17,Yes,No,No
CUST00798,Male,53,Yes,No,1.7,Month-to-Month,Credit Card,DSL,49.45,1036.8,Yes,Yes,No
CUST00799,Male,34,Yes,No,3.1,Two Year,Bank Transfer,DSL,60.35,2317.15,No,No,Yes
CUST00800,Male,58,Yes,Yes,0.2,Month-to-Month,Bank Transfer,DSL,53.25,282.4,Yes,No,No
CUST00801,Male,41,No,No,3.2,Month-to-Month,Electronic Check,Fiber Optic,63.1,2348.25,No,Yes,No
CUST00802,Female,19,No,No,5.7,Month-to-Month,Bank Transfer,DSL,53.81,3699.95,Yes,Yes,Yes
CUST00803,Male,57,Yes,No,8.6,One Year,Electronic Check,No,30.96,3187.23,No,Yes,No
CUST00804,Male,32,Yes,No,15.0,Two Year,Mailed Check,Fiber Optic,80.64,14901.88,No,No,No
CUST00805,Female,49,Yes,No,1.0,Month-to-Month,Credit Card,Fiber Optic,96.61,768.55,No,No,Yes
CUST00806,Female,56,Yes,No,2.6,Two Year,Bank Transfer,Fiber Optic,99.34,3067.39,No,Yes,Yes
CUST00807,Female,23,No,Yes,1.8,One Year,Mailed Check,Fiber Optic,87.3,1882.57,No,No,No
CUST00808,Male,18,No,No,2.5,One Year,Mailed Check,Fiber Optic,88.39,2631.98,Yes,No,No
CUST00809,Female,64,No,No,0.5,Month-to-Month,Electronic Check,Fiber Optic,75.78,235.72,Yes,No,Yes
CUST00810,Male,40,Yes,Yes,5.8,Month-to-Month,Electronic Check,Fiber Optic,75.75,4991.25,No,Yes,Yes
CUST00811,Male,56,Yes,No,7.2,One Year,Bank Transfer,DSL,49.76,4146.28,Yes,Yes,No
CUST00812,Male,74,Yes,No,1.8,Two Year,Electronic Check,DSL,71.0,1656.1,Yes,No,Yes
CUST00813,Male,34,No,No,1.0,One Year,Mailed Check,DSL,50.61,605.62,No,Yes,No
CUST00814,Female,51,No,No,0.5,Month-to-Month,Mailed Check,Fiber Optic,95.54,237.08,Yes,Yes,Yes
CUST00815,Female,58,Yes,No,3.5,Month-to-Month,Credit Card,DSL,49.22,2208.17,No,Yes,No
CUST00816,Male,46,No,Yes,1.1,One Year,Mailed Check,Fiber Optic,77.3,1323.92,No,No,No
CUST00817,Male,26,No,Yes,7.2,One Year,Bank Transfer,No,26.0,2261.81,No,Yes,No
CUST00818,Male,30,No,No,3.3,Month-to-Month,Credit Card,DSL,50.79,2054.78,No,Yes,Yes
CUST00819,Female,23,No,Yes,3.1,Month-to-Month,Electronic Check,Fiber Optic,79.2,2960.17,No,Yes,Yes
CUST00820,Male,23,No,No,2.5,Month-to-Month,Credit Card,Fiber Optic,97.49,2802.49,Yes,Yes,Yes
CUST00821,Male,37,No,No,0.1,One Year,Mailed Check,Fiber Optic,84.57,0.0,Yes,No,Yes
CUST00822,Female,69,Yes,No,8.1,One Year,Bank Transfer,Fiber Optic,83.41,7926.69,No,Yes,No
CUST00823,Female,70,Yes,No,3.0,Two Year,Electronic Check,No,30.2,1084.03,No,No,No
CUST00824,Male,20,Yes,No,15.0,One Year,Electronic Check,DSL,62.32,11289.2,Yes,Yes,No
CUST00825,Female,34,Yes,No,2.3,Month-to-Month,Mailed Check,DSL,55.2,1497.93,No,Yes,No
CUST00826,Female,66,No,No,3.7,One Year,Bank Transfer,Fiber Optic,87.44,3865.93,Yes,No,Yes
CUST00827,Male,29,No,No,0.2,Two Year,Mailed Check,Fiber Optic,93.14,231.75,Yes,No,Yes
CUST00828,Female,65,Yes,No,3.0,Two Year,Mailed Check,DSL,46.45,1681.96,No,Yes,No
CUST00829,Male,64,No,Yes,4.3,Two Year,Bank Transfer,DSL,48.3,2435.5,Yes,Yes,No
CUST00830,Female,62,Yes,No,4.5,Month-to-Month,Mailed Check,Fiber Optic,85.87,4707.77,No,Yes,Yes
CUST00831,Male,72,Yes,No,4.4,One Year,Bank Transfer,DSL,49.34,2495.28,No,Yes,No
CUST00832,Male,18,Yes,No,0.8,Two Year,Bank Transfer,No,28.14,287.43,Yes,No,No
CUST00833,Male,34,Yes,No,11.1,One Year,Mailed Check,Fiber Optic,76.18,9915.52,Yes,Yes,No
CUST00834,Female,20,Yes,No,15.0,Month-to-Month,Mailed Check,DSL,48.1,8542.67,Yes,No,No
CUST00835,Male,43,No,No,0.2,Two Year,Credit Card,Fiber Optic,93.88,90.6,Yes,No,Yes
CUST00836,Female,32,Yes,Yes,8.3,Month-to-Month,Electronic Check,DSL,52.06,5205.91,No,Yes,No
CUST00837,Male,53,No,No,1.0,Month-to-Month,Electronic Check,Fiber Optic,81.33,1014.32,No,No,No
CUST00838,Male,49,Yes,Yes,3.5,Month-to-Month,Bank Transfer,Fiber Optic,78.38,3158.75,Yes,No,No
